rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
126,Togo,TOG,1130.22,1130.22,-1,CAF,2000-05-10
127,Comoros,COM,1127.44,1131.88,1,CAF,2000-05-10
128,Azerbaijan,AZE,1127.17,1127.17,0,UEFA,2000-05-10
129,Latvia,LVA,1125.36,1125.36,0,UEFA,2000-05-10
130,Sudan,SDN,1124.91,1124.91,0,CAF,2000-05-10
131,Tanzania,TAN,1121.91,1119.24,0,CAF,2000-05-10
132,Antigua and Barbuda,ATG,1117.01,1117.01,0,CONCACAF,2000-05-10
133,Central African Republic,CTA,1116.06,1116.06,0,CAF,2000-05-10
135,Turkmenistan,TKM,1100.47,1100.47,0,AFC,2000-05-10
161,Papua New Guinea,PNG,997.6,997.6,0,OFC,2000-05-10
187,São Tomé and Príncipe,STP,908.18,908.18,0,CAF,2000-05-10
163,Fiji,FIJ,993.37,993.37,0,OFC,2000-05-10
192,Bangladesh,BAN,883.18,883.18,0,AFC,2000-05-10
193,Djibouti,DJI,877.84,875.98,0,CAF,2000-05-10
194,Liechtenstein,LIE,873.99,873.99,0,UEFA,2000-05-10
195,Pakistan,PAK,866.81,866.81,-1,AFC,2000-05-10
196,Cayman Islands,CAY,865.72,865.72,-1,CONCACAF,2000-05-10
197,Tonga,TGA,861.81,861.81,-1,OFC,2000-05-10
198,Seychelles,SEY,860.48,866.94,3,CAF,2000-05-10
199,Timor-Leste,TLS,860.06,861.43,0,AFC,2000-05-10
200,Gibraltar,GIB,856.55,856.55,-1,UEFA,2000-05-10
201,Eritrea,ERI,855.56,855.56,-1,CAF,2000-05-10
191,Samoa,SAM,894.26,894.26,0,OFC,2000-05-10
202,Aruba,ARU,855.37,855.37,-1,CONCACAF,2000-05-10
204,Somalia,SOM,854.72,857.39,4,CAF,2000-05-10
205,Guam,GUM,838.33,838.33,0,AFC,2000-05-10
206,Turks and Caicos Islands,TCA,832.0,832.0,0,CONCACAF,2000-05-10
207,Sri Lanka,SRI,825.25,825.25,0,AFC,2000-05-10
208,US Virgin Islands,VIR,823.97,823.97,0,CONCACAF,2000-05-10
209,British Virgin Islands,VGB,809.32,809.32,0,CONCACAF,2000-05-10
210,Anguilla,AIA,790.74,790.74,0,CONCACAF,2000-05-10
211,San Marino,SMR,763.82,763.82,0,UEFA,2000-05-10
5,England,ENG,1737.46,1737.46,0,UEFA,2000-05-10
3,Argentina,ARG,1770.65,1770.65,0,CONMEBOL,2000-05-10
203,Bahamas,BAH,854.8,854.8,-1,CONCACAF,2000-05-10
190,Brunei Darussalam,BRU,897.1,897.1,0,AFC,2000-05-10
189,Cook Islands,COK,899.33,899.33,0,OFC,2000-05-10
188,American Samoa,ASA,900.27,900.27,0,OFC,2000-05-10
164,Vanuatu,VAN,990.55,990.55,0,OFC,2000-05-10
165,South Sudan,SSD,983.99,985.53,0,CAF,2000-05-10
166,Barbados,BRB,982.27,982.27,0,CONCACAF,2000-05-10
167,Cuba,CUB,978.65,978.65,0,CONCACAF,2000-05-10
168,Bermuda,BER,977.47,970.3,-2,CONCACAF,2000-05-10
169,Malta,MLT,974.68,974.68,1,UEFA,2000-05-10
170,Puerto Rico,PUR,974.32,974.32,1,CONCACAF,2000-05-10
171,Grenada,GRN,969.0,969.0,0,CONCACAF,2000-05-10
172,Guyana,GUY,968.74,968.74,0,CONCACAF,2000-05-10
173,St. Lucia,LCA,965.66,965.66,0,CONCACAF,2000-05-10
174,Cambodia,CAM,954.3,954.3,0,AFC,2000-05-10
175,Belize,BLZ,950.88,950.88,0,CONCACAF,2000-05-10
176,Nepal,NEP,950.45,950.45,0,AFC,2000-05-10
177,Moldova,MDA,944.96,944.96,-1,UEFA,2000-05-10
178,Montserrat,MSR,940.78,947.96,1,CONCACAF,2000-05-10
179,St. Vincent and the Grenadines,VIN,939.97,939.97,-1,CONCACAF,2000-05-10
180,Mauritius,MRI,932.02,940.47,1,CAF,2000-05-10
181,Chad,CHA,931.98,931.98,0,CAF,2000-05-10
182,Macau,MAC,922.1,922.1,0,AFC,2000-05-10
183,Laos,LAO,914.66,914.66,0,AFC,2000-05-10
184,Mongolia,MNG,913.55,913.55,0,AFC,2000-05-10
185,Dominica,DMA,911.51,911.51,0,CONCACAF,2000-05-10
186,Bhutan,BHU,910.96,910.96,0,AFC,2000-05-10
162,Tahiti,TAH,995.11,995.11,0,OFC,2000-05-10
109,Tajikistan,TJK,1179.1,1179.1,1,AFC,2000-05-10
108,Cyprus,CYP,1180.52,1180.52,1,UEFA,2000-05-10
107,Mauritania,MTN,1181.86,1177.0,-3,CAF,2000-05-10
31,Nigeria,NGA,1504.7,1504.7,0,CAF,2000-05-10
32,Czech Republic,CZE,1502.9,1502.9,0,UEFA,2000-05-10
33,Austria,AUT,1502.47,1502.47,0,UEFA,2000-05-10
34,Costa Rica,CRC,1500.06,1500.06,0,CONCACAF,2000-05-10
35,Russia,RUS,1493.42,1493.42,0,UEFA,2000-05-10
36,Norway,NOR,1488.57,1488.57,0,UEFA,2000-05-10
37,Hungary,HUN,1486.76,1486.76,0,UEFA,2000-05-10
38,Cameroon,CMR,1484.95,1484.95,0,CAF,2000-05-10
39,Australia,AUS,1483.73,1483.73,0,AFC,2000-05-10
40,Egypt,EGY,1482.63,1482.63,0,CAF,2000-05-10
29,Chile,CHI,1514.86,1514.86,0,CONMEBOL,2000-05-10
41,Algeria,ALG,1480.59,1480.59,0,CAF,2000-05-10
43,Canada,CAN,1473.82,1473.82,0,CONCACAF,2000-05-10
44,Ecuador,ECU,1463.74,1463.74,0,CONMEBOL,2000-05-10
45,Scotland,SCO,1462.96,1462.96,0,UEFA,2000-05-10
46,Mali,MLI,1442.88,1447.74,0,CAF,2000-05-10
47,Republic of Ireland,IRL,1442.48,1442.48,0,UEFA,2000-05-10
48,Qatar,QAT,1441.97,1441.41,-1,AFC,2000-05-10
49,Greece,GRE,1441.45,1441.45,1,UEFA,2000-05-10
50,Paraguay,PAR,1440.13,1440.13,0,CONMEBOL,2000-05-10
51,Slovakia,SVK,1439.99,1439.99,0,UEFA,2000-05-10
52,Côte d'Ivoire,CIV,1435.91,1435.91,0,CAF,2000-05-10
42,Türkiye,TUR,1475.13,1475.13,0,UEFA,2000-05-10
28,Korea Republic,KOR,1526.02,1526.2,0,AFC,2000-05-10
27,Ukraine,UKR,1542.79,1542.79,0,UEFA,2000-05-10
26,Poland,POL,1546.18,1546.18,0,UEFA,2000-05-10
2,Belgium,BEL,1821.92,1821.92,0,UEFA,2000-05-10
4,France,FRA,1764.85,1764.85,0,UEFA,2000-05-10
1,Brazil,BRA,1837.56,1837.56,0,CONMEBOL,2000-05-10
6,Spain,ESP,1716.93,1716.93,0,UEFA,2000-05-10
7,Italy,ITA,1713.86,1713.86,0,UEFA,2000-05-10
8,Netherlands,NED,1679.41,1679.41,0,UEFA,2000-05-10
9,Portugal,POR,1678.65,1678.65,0,UEFA,2000-05-10
10,Denmark,DEN,1665.47,1665.47,0,UEFA,2000-05-10
11,Germany,GER,1658.96,1658.96,0,UEFA,2000-05-10
12,Mexico,MEX,1649.57,1649.57,0,CONCACAF,2000-05-10
13,Uruguay,URU,1640.95,1643.71,0,CONMEBOL,2000-05-10
14,USA,USA,1635.01,1635.01,0,CONCACAF,2000-05-10
15,Croatia,CRO,1632.15,1632.15,0,UEFA,2000-05-10
16,Switzerland,SUI,1621.43,1621.43,0,UEFA,2000-05-10
17,Colombia,COL,1604.07,1604.07,0,CONMEBOL,2000-05-10
18,Senegal,SEN,1584.59,1593.45,0,CAF,2000-05-10
19,Wales,WAL,1582.13,1582.13,0,UEFA,2000-05-10
20,Sweden,SWE,1563.44,1563.44,0,UEFA,2000-05-10
21,Peru,PER,1562.24,1562.24,0,CONMEBOL,2000-05-10
22,IR Iran,IRN,1558.64,1558.64,-1,AFC,2000-05-10
23,Morocco,MAR,1558.35,1558.9,1,CAF,2000-05-10
24,Japan,JPN,1554.69,1552.77,0,AFC,2000-05-10
25,Serbia,SRB,1549.53,1549.53,0,UEFA,2000-05-10
53,Saudi Arabia,KSA,1435.74,1435.74,0,AFC,2000-05-10
54,Romania,ROU,1427.84,1427.84,0,UEFA,2000-05-10
30,Tunisia,TUN,1507.86,1507.86,0,CAF,2000-05-10
56,Venezuela,VEN,1405.17,1405.17,0,CONMEBOL,2000-05-10
84,Curaçao,CUW,1293.35,1293.35,0,CONCACAF,2000-05-10
85,Bahrain,BHR,1289.25,1289.25,0,AFC,2000-05-10
86,Jordan,JOR,1279.74,1279.74,0,AFC,2000-05-10
87,Zambia,ZAM,1270.8,1268.18,-1,CAF,2000-05-10
88,Haiti,HAI,1269.07,1269.07,1,CONCACAF,2000-05-10
89,Syria,SYR,1265.03,1265.03,0,AFC,2000-05-10
90,Uganda,UGA,1264.56,1264.56,0,CAF,2000-05-10
91,Benin,BEN,1258.71,1262.49,0,CAF,2000-05-10
92,Armenia,ARM,1242.42,1242.42,0,UEFA,2000-05-10
93,Luxembourg,LUX,1235.36,1235.36,0,UEFA,2000-05-10
94,Palestine,PLE,1233.72,1233.72,0,AFC,2000-05-10
95,Kyrgyz Republic,KGZ,1232.91,1232.91,0,AFC,2000-05-10
96,Belarus,BLR,1226.55,1226.55,0,UEFA,2000-05-10
97,Vietnam,VIE,1218.84,1218.84,0,AFC,2000-05-10
98,Equatorial Guinea,EQG,1215.33,1215.33,0,CAF,2000-05-10
99,Congo,CGO,1215.09,1215.09,0,CAF,2000-05-10
100,Lebanon,LBN,1211.71,1211.71,0,AFC,2000-05-10
101,Trinidad and Tobago,TRI,1205.85,1205.85,0,CONCACAF,2000-05-10
102,Kenya,KEN,1202.26,1202.26,0,CAF,2000-05-10
103,New Zealand,NZL,1198.96,1198.96,0,OFC,2000-05-10
104,India,IND,1198.65,1198.65,0,AFC,2000-05-10
55,Burkina Faso,BFA,1425.64,1425.64,0,CAF,2000-05-10
106,Kosovo,KOS,1183.9,1183.9,0,UEFA,2000-05-10
83,Guinea,GUI,1294.89,1294.89,0,CAF,2000-05-10
82,Georgia,GEO,1296.46,1296.46,0,UEFA,2000-05-10
105,Madagascar,MAD,1193.78,1196.03,0,CAF,2000-05-10
80,Honduras,HON,1299.69,1299.69,0,CONCACAF,2000-05-10
57,Bosnia and Herzegovina,BIH,1403.98,1403.98,0,UEFA,2000-05-10
58,Northern Ireland,NIR,1399.1,1399.1,0,UEFA,2000-05-10
59,Finland,FIN,1398.41,1398.41,0,UEFA,2000-05-10
60,Ghana,GHA,1393.47,1389.68,0,CAF,2000-05-10
61,Panama,PAN,1389.27,1386.51,0,CONCACAF,2000-05-10
62,Jamaica,JAM,1382.06,1382.06,0,CONCACAF,2000-05-10
63,Iceland,ISL,1379.61,1379.61,0,UEFA,2000-05-10
81,Bolivia,BOL,1298.81,1298.81,0,CONMEBOL,2000-05-10
65,Slovenia,SVN,1372.48,1372.48,0,UEFA,2000-05-10
66,Albania,ALB,1361.81,1361.81,0,UEFA,2000-05-10
67,Montenegro,MNE,1354.59,1354.59,0,UEFA,2000-05-10
68,South Africa,RSA,1350.55,1347.91,0,CAF,2000-05-10
64,North Macedonia,MKD,1375.2,1375.2,0,UEFA,2000-05-10
70,Iraq,IRQ,1338.91,1338.91,0,AFC,2000-05-10
71,El Salvador,SLV,1333.48,1333.48,0,CONCACAF,2000-05-10
72,Congo DR,COD,1332.84,1332.84,-1,CAF,2000-05-10
73,Cabo Verde,CPV,1331.46,1332.96,1,CAF,2000-05-10
74,Bulgaria,BUL,1325.16,1325.16,0,UEFA,2000-05-10
75,Oman,OMA,1323.03,1323.03,0,AFC,2000-05-10
76,Israel,ISR,1316.35,1316.35,0,UEFA,2000-05-10
77,Uzbekistan,UZB,1306.63,1306.63,0,AFC,2000-05-10
78,China PR,CHN,1305.06,1304.02,0,AFC,2000-05-10
79,Gabon,GAB,1301.84,1301.84,0,CAF,2000-05-10
69,United Arab Emirates,UAE,1346.09,1346.09,0,AFC,2000-05-10
70,Iraq,IRQ,1338.91,1338.91,0,AFC,2000-06-07
71,El Salvador,SLV,1333.48,1333.48,0,CONCACAF,2000-06-07
72,Congo DR,COD,1332.84,1332.84,-1,CAF,2000-06-07
73,Cabo Verde,CPV,1331.46,1332.96,1,CAF,2000-06-07
77,Uzbekistan,UZB,1306.63,1306.63,0,AFC,2000-06-07
75,Oman,OMA,1323.03,1323.03,0,AFC,2000-06-07
76,Israel,ISR,1316.35,1316.35,0,UEFA,2000-06-07
78,China PR,CHN,1305.06,1304.02,0,AFC,2000-06-07
74,Bulgaria,BUL,1325.16,1325.16,0,UEFA,2000-06-07
69,United Arab Emirates,UAE,1346.09,1346.09,0,AFC,2000-06-07
58,Northern Ireland,NIR,1399.1,1399.1,0,UEFA,2000-06-07
67,Montenegro,MNE,1354.59,1354.59,0,UEFA,2000-06-07
66,Albania,ALB,1361.81,1361.81,0,UEFA,2000-06-07
65,Slovenia,SVN,1372.48,1372.48,0,UEFA,2000-06-07
64,North Macedonia,MKD,1375.2,1375.2,0,UEFA,2000-06-07
63,Iceland,ISL,1379.61,1379.61,0,UEFA,2000-06-07
62,Jamaica,JAM,1382.06,1382.06,0,CONCACAF,2000-06-07
61,Panama,PAN,1389.27,1386.51,0,CONCACAF,2000-06-07
60,Ghana,GHA,1393.47,1389.68,0,CAF,2000-06-07
59,Finland,FIN,1398.41,1398.41,0,UEFA,2000-06-07
79,Gabon,GAB,1301.84,1301.84,0,CAF,2000-06-07
57,Bosnia and Herzegovina,BIH,1403.98,1403.98,0,UEFA,2000-06-07
68,South Africa,RSA,1350.55,1347.91,0,CAF,2000-06-07
80,Honduras,HON,1299.69,1299.69,0,CONCACAF,2000-06-07
92,Armenia,ARM,1242.42,1242.42,0,UEFA,2000-06-07
82,Georgia,GEO,1296.46,1296.46,0,UEFA,2000-06-07
56,Venezuela,VEN,1405.17,1405.17,0,CONMEBOL,2000-06-07
104,India,IND,1198.65,1198.65,0,AFC,2000-06-07
103,New Zealand,NZL,1198.96,1198.96,0,OFC,2000-06-07
102,Kenya,KEN,1202.26,1202.26,0,CAF,2000-06-07
101,Trinidad and Tobago,TRI,1205.85,1205.85,0,CONCACAF,2000-06-07
100,Lebanon,LBN,1211.71,1211.71,0,AFC,2000-06-07
99,Congo,CGO,1215.09,1215.09,0,CAF,2000-06-07
98,Equatorial Guinea,EQG,1215.33,1215.33,0,CAF,2000-06-07
97,Vietnam,VIE,1218.84,1218.84,0,AFC,2000-06-07
96,Belarus,BLR,1226.55,1226.55,0,UEFA,2000-06-07
81,Bolivia,BOL,1298.81,1298.81,0,CONMEBOL,2000-06-07
95,Kyrgyz Republic,KGZ,1232.91,1232.91,0,AFC,2000-06-07
93,Luxembourg,LUX,1235.36,1235.36,0,UEFA,2000-06-07
91,Benin,BEN,1258.71,1262.49,0,CAF,2000-06-07
90,Uganda,UGA,1264.56,1264.56,0,CAF,2000-06-07
89,Syria,SYR,1265.03,1265.03,0,AFC,2000-06-07
88,Haiti,HAI,1269.07,1269.07,1,CONCACAF,2000-06-07
87,Zambia,ZAM,1270.8,1268.18,-1,CAF,2000-06-07
86,Jordan,JOR,1279.74,1279.74,0,AFC,2000-06-07
85,Bahrain,BHR,1289.25,1289.25,0,AFC,2000-06-07
84,Curaçao,CUW,1293.35,1293.35,0,CONCACAF,2000-06-07
83,Guinea,GUI,1294.89,1294.89,0,CAF,2000-06-07
94,Palestine,PLE,1233.72,1233.72,0,AFC,2000-06-07
55,Burkina Faso,BFA,1425.64,1425.64,0,CAF,2000-06-07
3,Argentina,ARG,1770.65,1770.65,0,CONMEBOL,2000-06-07
53,Saudi Arabia,KSA,1435.74,1435.74,0,AFC,2000-06-07
25,Serbia,SRB,1549.53,1549.53,0,UEFA,2000-06-07
24,Japan,JPN,1554.69,1552.77,0,AFC,2000-06-07
23,Morocco,MAR,1558.35,1558.9,1,CAF,2000-06-07
22,IR Iran,IRN,1558.64,1558.64,-1,AFC,2000-06-07
21,Peru,PER,1562.24,1562.24,0,CONMEBOL,2000-06-07
20,Sweden,SWE,1563.44,1563.44,0,UEFA,2000-06-07
19,Wales,WAL,1582.13,1582.13,0,UEFA,2000-06-07
18,Senegal,SEN,1584.59,1593.45,0,CAF,2000-06-07
17,Colombia,COL,1604.07,1604.07,0,CONMEBOL,2000-06-07
16,Switzerland,SUI,1621.43,1621.43,0,UEFA,2000-06-07
26,Poland,POL,1546.18,1546.18,0,UEFA,2000-06-07
15,Croatia,CRO,1632.15,1632.15,0,UEFA,2000-06-07
13,Uruguay,URU,1640.95,1643.71,0,CONMEBOL,2000-06-07
12,Mexico,MEX,1649.57,1649.57,0,CONCACAF,2000-06-07
11,Germany,GER,1658.96,1658.96,0,UEFA,2000-06-07
10,Denmark,DEN,1665.47,1665.47,0,UEFA,2000-06-07
9,Portugal,POR,1678.65,1678.65,0,UEFA,2000-06-07
8,Netherlands,NED,1679.41,1679.41,0,UEFA,2000-06-07
7,Italy,ITA,1713.86,1713.86,0,UEFA,2000-06-07
6,Spain,ESP,1716.93,1716.93,0,UEFA,2000-06-07
5,England,ENG,1737.46,1737.46,0,UEFA,2000-06-07
4,France,FRA,1764.85,1764.85,0,UEFA,2000-06-07
14,USA,USA,1635.01,1635.01,0,CONCACAF,2000-06-07
27,Ukraine,UKR,1542.79,1542.79,0,UEFA,2000-06-07
28,Korea Republic,KOR,1526.02,1526.2,0,AFC,2000-06-07
29,Chile,CHI,1514.86,1514.86,0,CONMEBOL,2000-06-07
52,Côte d'Ivoire,CIV,1435.91,1435.91,0,CAF,2000-06-07
51,Slovakia,SVK,1439.99,1439.99,0,UEFA,2000-06-07
50,Paraguay,PAR,1440.13,1440.13,0,CONMEBOL,2000-06-07
49,Greece,GRE,1441.45,1441.45,1,UEFA,2000-06-07
48,Qatar,QAT,1441.97,1441.41,-1,AFC,2000-06-07
47,Republic of Ireland,IRL,1442.48,1442.48,0,UEFA,2000-06-07
46,Mali,MLI,1442.88,1447.74,0,CAF,2000-06-07
45,Scotland,SCO,1462.96,1462.96,0,UEFA,2000-06-07
44,Ecuador,ECU,1463.74,1463.74,0,CONMEBOL,2000-06-07
43,Canada,CAN,1473.82,1473.82,0,CONCACAF,2000-06-07
42,Türkiye,TUR,1475.13,1475.13,0,UEFA,2000-06-07
41,Algeria,ALG,1480.59,1480.59,0,CAF,2000-06-07
40,Egypt,EGY,1482.63,1482.63,0,CAF,2000-06-07
39,Australia,AUS,1483.73,1483.73,0,AFC,2000-06-07
38,Cameroon,CMR,1484.95,1484.95,0,CAF,2000-06-07
37,Hungary,HUN,1486.76,1486.76,0,UEFA,2000-06-07
36,Norway,NOR,1488.57,1488.57,0,UEFA,2000-06-07
35,Russia,RUS,1493.42,1493.42,0,UEFA,2000-06-07
34,Costa Rica,CRC,1500.06,1500.06,0,CONCACAF,2000-06-07
33,Austria,AUT,1502.47,1502.47,0,UEFA,2000-06-07
32,Czech Republic,CZE,1502.9,1502.9,0,UEFA,2000-06-07
31,Nigeria,NGA,1504.7,1504.7,0,CAF,2000-06-07
30,Tunisia,TUN,1507.86,1507.86,0,CAF,2000-06-07
54,Romania,ROU,1427.84,1427.84,0,UEFA,2000-06-07
105,Madagascar,MAD,1193.78,1196.03,0,CAF,2000-06-07
157,Chinese Taipei,TPE,1017.78,1017.78,0,AFC,2000-06-07
107,Mauritania,MTN,1181.86,1177.0,-3,CAF,2000-06-07
184,Mongolia,MNG,913.55,913.55,0,AFC,2000-06-07
183,Laos,LAO,914.66,914.66,0,AFC,2000-06-07
182,Macau,MAC,922.1,922.1,0,AFC,2000-06-07
181,Chad,CHA,931.98,931.98,0,CAF,2000-06-07
180,Mauritius,MRI,932.02,940.47,1,CAF,2000-06-07
179,St. Vincent and the Grenadines,VIN,939.97,939.97,-1,CONCACAF,2000-06-07
178,Montserrat,MSR,940.78,947.96,1,CONCACAF,2000-06-07
177,Moldova,MDA,944.96,944.96,-1,UEFA,2000-06-07
176,Nepal,NEP,950.45,950.45,0,AFC,2000-06-07
175,Belize,BLZ,950.88,950.88,0,CONCACAF,2000-06-07
174,Cambodia,CAM,954.3,954.3,0,AFC,2000-06-07
173,St. Lucia,LCA,965.66,965.66,0,CONCACAF,2000-06-07
172,Guyana,GUY,968.74,968.74,0,CONCACAF,2000-06-07
171,Grenada,GRN,969.0,969.0,0,CONCACAF,2000-06-07
170,Puerto Rico,PUR,974.32,974.32,1,CONCACAF,2000-06-07
169,Malta,MLT,974.68,974.68,1,UEFA,2000-06-07
168,Bermuda,BER,977.47,970.3,-2,CONCACAF,2000-06-07
167,Cuba,CUB,978.65,978.65,0,CONCACAF,2000-06-07
166,Barbados,BRB,982.27,982.27,0,CONCACAF,2000-06-07
165,South Sudan,SSD,983.99,985.53,0,CAF,2000-06-07
164,Vanuatu,VAN,990.55,990.55,0,OFC,2000-06-07
163,Fiji,FIJ,993.37,993.37,0,OFC,2000-06-07
162,Tahiti,TAH,995.11,995.11,0,OFC,2000-06-07
185,Dominica,DMA,911.51,911.51,0,CONCACAF,2000-06-07
161,Papua New Guinea,PNG,997.6,997.6,0,OFC,2000-06-07
186,Bhutan,BHU,910.96,910.96,0,AFC,2000-06-07
188,American Samoa,ASA,900.27,900.27,0,OFC,2000-06-07
211,San Marino,SMR,763.82,763.82,0,UEFA,2000-06-07
210,Anguilla,AIA,790.74,790.74,0,CONCACAF,2000-06-07
209,British Virgin Islands,VGB,809.32,809.32,0,CONCACAF,2000-06-07
208,US Virgin Islands,VIR,823.97,823.97,0,CONCACAF,2000-06-07
207,Sri Lanka,SRI,825.25,825.25,0,AFC,2000-06-07
206,Turks and Caicos Islands,TCA,832.0,832.0,0,CONCACAF,2000-06-07
205,Guam,GUM,838.33,838.33,0,AFC,2000-06-07
204,Somalia,SOM,854.72,857.39,4,CAF,2000-06-07
203,Bahamas,BAH,854.8,854.8,-1,CONCACAF,2000-06-07
202,Aruba,ARU,855.37,855.37,-1,CONCACAF,2000-06-07
201,Eritrea,ERI,855.56,855.56,-1,CAF,2000-06-07
200,Gibraltar,GIB,856.55,856.55,-1,UEFA,2000-06-07
199,Timor-Leste,TLS,860.06,861.43,0,AFC,2000-06-07
198,Seychelles,SEY,860.48,866.94,3,CAF,2000-06-07
197,Tonga,TGA,861.81,861.81,-1,OFC,2000-06-07
196,Cayman Islands,CAY,865.72,865.72,-1,CONCACAF,2000-06-07
195,Pakistan,PAK,866.81,866.81,-1,AFC,2000-06-07
194,Liechtenstein,LIE,873.99,873.99,0,UEFA,2000-06-07
193,Djibouti,DJI,877.84,875.98,0,CAF,2000-06-07
192,Bangladesh,BAN,883.18,883.18,0,AFC,2000-06-07
191,Samoa,SAM,894.26,894.26,0,OFC,2000-06-07
190,Brunei Darussalam,BRU,897.1,897.1,0,AFC,2000-06-07
189,Cook Islands,COK,899.33,899.33,0,OFC,2000-06-07
187,São Tomé and Príncipe,STP,908.18,908.18,0,CAF,2000-06-07
106,Kosovo,KOS,1183.9,1183.9,0,UEFA,2000-06-07
160,New Caledonia,NCL,999.7,999.7,0,OFC,2000-06-07
158,Myanmar,MYA,1011.91,1011.91,0,AFC,2000-06-07
130,Sudan,SDN,1124.91,1124.91,0,CAF,2000-06-07
129,Latvia,LVA,1125.36,1125.36,0,UEFA,2000-06-07
128,Azerbaijan,AZE,1127.17,1127.17,0,UEFA,2000-06-07
127,Comoros,COM,1127.44,1131.88,1,CAF,2000-06-07
126,Togo,TOG,1130.22,1130.22,-1,CAF,2000-06-07
125,Faroe Islands,FRO,1136.29,1136.29,0,UEFA,2000-06-07
124,Gambia,GAM,1137.47,1137.22,0,CAF,2000-06-07
123,Zimbabwe,ZIM,1138.56,1138.56,0,CAF,2000-06-07
122,Malawi,MWI,1144.77,1146.49,1,CAF,2000-06-07
121,Libya,LBY,1148.36,1148.36,1,CAF,2000-06-07
120,Angola,ANG,1149.08,1145.26,-2,CAF,2000-06-07
119,Niger,NIG,1155.23,1155.23,0,CAF,2000-06-07
118,Guatemala,GUA,1161.96,1161.96,2,CONCACAF,2000-06-07
117,Namibia,NAM,1164.13,1160.97,0,CAF,2000-06-07
116,Mozambique,MOZ,1165.41,1160.55,-2,CAF,2000-06-07
115,Guinea-Bissau,GNB,1165.53,1165.78,0,CAF,2000-06-07
114,Kazakhstan,KAZ,1166.28,1166.28,0,UEFA,2000-06-07
113,Sierra Leone,SLE,1169.71,1168.21,0,CAF,2000-06-07
112,Korea DPR,PRK,1169.96,1169.96,0,AFC,2000-06-07
111,Thailand,THA,1170.69,1170.69,0,AFC,2000-06-07
110,Estonia,EST,1177.4,1177.4,1,UEFA,2000-06-07
109,Tajikistan,TJK,1179.1,1179.1,1,AFC,2000-06-07
108,Cyprus,CYP,1180.52,1180.52,1,UEFA,2000-06-07
131,Tanzania,TAN,1121.91,1119.24,0,CAF,2000-06-07
159,Singapore,SGP,1004.75,1004.75,0,AFC,2000-06-07
132,Antigua and Barbuda,ATG,1117.01,1117.01,0,CONCACAF,2000-06-07
134,Philippines,PHI,1115.13,1113.75,0,AFC,2000-06-07
2,Belgium,BEL,1821.92,1821.92,0,UEFA,2000-06-07
156,Maldives,MDV,1018.25,1018.25,0,AFC,2000-06-07
155,Indonesia,IDN,1019.19,1019.19,0,AFC,2000-06-07
154,Afghanistan,AFG,1023.04,1023.04,0,AFC,2000-06-07
153,Yemen,YEM,1023.52,1023.52,0,AFC,2000-06-07
152,Andorra,AND,1028.7,1028.7,0,UEFA,2000-06-07
151,Dominican Republic,DOM,1031.86,1031.86,0,CONCACAF,2000-06-07
150,Liberia,LBR,1051.25,1047.36,0,CAF,2000-06-07
149,Kuwait,KUW,1053.41,1053.41,1,AFC,2000-06-07
148,Malaysia,MAS,1057.59,1057.59,1,AFC,2000-06-07
147,Hong Kong,HKG,1058.37,1061.15,2,AFC,2000-06-07
146,Botswana,BOT,1060.17,1050.32,-3,CAF,2000-06-07
145,Lesotho,LES,1061.4,1059.04,-1,CAF,2000-06-07
144,Eswatini,SWZ,1070.89,1066.92,0,CAF,2000-06-07
143,Suriname,SUR,1072.24,1072.24,0,CONCACAF,2000-06-07
142,Lithuania,LTU,1074.08,1074.08,0,UEFA,2000-06-07
141,Burundi,BDI,1076.26,1078.12,1,CAF,2000-06-07
140,St. Kitts and Nevis,SKN,1076.91,1076.91,-1,CONCACAF,2000-06-07
139,Nicaragua,NCA,1079.18,1079.18,0,CONCACAF,2000-06-07
138,Ethiopia,ETH,1088.27,1086.73,0,CAF,2000-06-07
137,Solomon Islands,SOL,1092.56,1092.56,0,OFC,2000-06-07
136,Rwanda,RWA,1095.04,1095.04,0,CAF,2000-06-07
135,Turkmenistan,TKM,1100.47,1100.47,0,AFC,2000-06-07
133,Central African Republic,CTA,1116.06,1116.06,0,CAF,2000-06-07
1,Brazil,BRA,1837.56,1837.56,0,CONMEBOL,2000-06-07
210,Anguilla,AIA,790.74,790.74,0,CONCACAF,2000-07-05
211,San Marino,SMR,763.82,763.82,0,UEFA,2000-07-05
134,Philippines,PHI,1115.13,1113.75,0,AFC,2000-07-05
135,Turkmenistan,TKM,1100.47,1100.47,0,AFC,2000-07-05
136,Rwanda,RWA,1095.04,1095.04,0,CAF,2000-07-05
137,Solomon Islands,SOL,1092.56,1092.56,0,OFC,2000-07-05
138,Ethiopia,ETH,1088.27,1086.73,0,CAF,2000-07-05
139,Nicaragua,NCA,1079.18,1079.18,0,CONCACAF,2000-07-05
140,St. Kitts and Nevis,SKN,1076.91,1076.91,-1,CONCACAF,2000-07-05
141,Burundi,BDI,1076.26,1078.12,1,CAF,2000-07-05
142,Lithuania,LTU,1074.08,1074.08,0,UEFA,2000-07-05
143,Suriname,SUR,1072.24,1072.24,0,CONCACAF,2000-07-05
133,Central African Republic,CTA,1116.06,1116.06,0,CAF,2000-07-05
