rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
161,Papua New Guinea,PNG,997.6,997.6,0,OFC,2014-08-14
189,Cook Islands,COK,899.33,899.33,0,OFC,2014-08-14
190,Brunei Darussalam,BRU,897.1,897.1,0,AFC,2014-08-14
191,Samoa,SAM,894.26,894.26,0,OFC,2014-08-14
192,Bangladesh,BAN,883.18,883.18,0,AFC,2014-08-14
193,Djibouti,DJI,877.84,875.98,0,CAF,2014-08-14
194,Liechtenstein,LIE,873.99,873.99,0,UEFA,2014-08-14
195,Pakistan,PAK,866.81,866.81,-1,AFC,2014-08-14
196,Cayman Islands,CAY,865.72,865.72,-1,CONCACAF,2014-08-14
197,Tonga,TGA,861.81,861.81,-1,OFC,2014-08-14
198,Seychelles,SEY,860.48,866.94,3,CAF,2014-08-14
188,American Samoa,ASA,900.27,900.27,0,OFC,2014-08-14
199,Timor-Leste,TLS,860.06,861.43,0,AFC,2014-08-14
201,Eritrea,ERI,855.56,855.56,-1,CAF,2014-08-14
202,Aruba,ARU,855.37,855.37,-1,CONCACAF,2014-08-14
203,Bahamas,BAH,854.8,854.8,-1,CONCACAF,2014-08-14
204,Somalia,SOM,854.72,857.39,4,CAF,2014-08-14
205,Guam,GUM,838.33,838.33,0,AFC,2014-08-14
206,Turks and Caicos Islands,TCA,832.0,832.0,0,CONCACAF,2014-08-14
207,Sri Lanka,SRI,825.25,825.25,0,AFC,2014-08-14
208,US Virgin Islands,VIR,823.97,823.97,0,CONCACAF,2014-08-14
209,British Virgin Islands,VGB,809.32,809.32,0,CONCACAF,2014-08-14
211,San Marino,SMR,763.82,763.82,0,UEFA,2014-08-14
200,Gibraltar,GIB,856.55,856.55,-1,UEFA,2014-08-14
187,São Tomé and Príncipe,STP,908.18,908.18,0,CAF,2014-08-14
186,Bhutan,BHU,910.96,910.96,0,AFC,2014-08-14
185,Dominica,DMA,911.51,911.51,0,CONCACAF,2014-08-14
162,Tahiti,TAH,995.11,995.11,0,OFC,2014-08-14
163,Fiji,FIJ,993.37,993.37,0,OFC,2014-08-14
164,Vanuatu,VAN,990.55,990.55,0,OFC,2014-08-14
165,South Sudan,SSD,983.99,985.53,0,CAF,2014-08-14
166,Barbados,BRB,982.27,982.27,0,CONCACAF,2014-08-14
167,Cuba,CUB,978.65,978.65,0,CONCACAF,2014-08-14
168,Bermuda,BER,977.47,970.3,-2,CONCACAF,2014-08-14
169,Malta,MLT,974.68,974.68,1,UEFA,2014-08-14
170,Puerto Rico,PUR,974.32,974.32,1,CONCACAF,2014-08-14
171,Grenada,GRN,969.0,969.0,0,CONCACAF,2014-08-14
172,Guyana,GUY,968.74,968.74,0,CONCACAF,2014-08-14
173,St. Lucia,LCA,965.66,965.66,0,CONCACAF,2014-08-14
174,Cambodia,CAM,954.3,954.3,0,AFC,2014-08-14
175,Belize,BLZ,950.88,950.88,0,CONCACAF,2014-08-14
176,Nepal,NEP,950.45,950.45,0,AFC,2014-08-14
177,Moldova,MDA,944.96,944.96,-1,UEFA,2014-08-14
178,Montserrat,MSR,940.78,947.96,1,CONCACAF,2014-08-14
179,St. Vincent and the Grenadines,VIN,939.97,939.97,-1,CONCACAF,2014-08-14
180,Mauritius,MRI,932.02,940.47,1,CAF,2014-08-14
181,Chad,CHA,931.98,931.98,0,CAF,2014-08-14
182,Macau,MAC,922.1,922.1,0,AFC,2014-08-14
183,Laos,LAO,914.66,914.66,0,AFC,2014-08-14
184,Mongolia,MNG,913.55,913.55,0,AFC,2014-08-14
108,Cyprus,CYP,1180.52,1180.52,1,UEFA,2014-08-14
107,Mauritania,MTN,1181.86,1177.0,-3,CAF,2014-08-14
159,Singapore,SGP,1004.75,1004.75,0,AFC,2014-08-14
105,Madagascar,MAD,1193.78,1196.03,0,CAF,2014-08-14
30,Tunisia,TUN,1507.86,1507.86,0,CAF,2014-08-14
31,Nigeria,NGA,1504.7,1504.7,0,CAF,2014-08-14
32,Czech Republic,CZE,1502.9,1502.9,0,UEFA,2014-08-14
33,Austria,AUT,1502.47,1502.47,0,UEFA,2014-08-14
34,Costa Rica,CRC,1500.06,1500.06,0,CONCACAF,2014-08-14
35,Russia,RUS,1493.42,1493.42,0,UEFA,2014-08-14
36,Norway,NOR,1488.57,1488.57,0,UEFA,2014-08-14
37,Hungary,HUN,1486.76,1486.76,0,UEFA,2014-08-14
38,Cameroon,CMR,1484.95,1484.95,0,CAF,2014-08-14
39,Australia,AUS,1483.73,1483.73,0,AFC,2014-08-14
29,Chile,CHI,1514.86,1514.86,0,CONMEBOL,2014-08-14
40,Egypt,EGY,1482.63,1482.63,0,CAF,2014-08-14
42,Türkiye,TUR,1475.13,1475.13,0,UEFA,2014-08-14
43,Canada,CAN,1473.82,1473.82,0,CONCACAF,2014-08-14
44,Ecuador,ECU,1463.74,1463.74,0,CONMEBOL,2014-08-14
45,Scotland,SCO,1462.96,1462.96,0,UEFA,2014-08-14
46,Mali,MLI,1442.88,1447.74,0,CAF,2014-08-14
47,Republic of Ireland,IRL,1442.48,1442.48,0,UEFA,2014-08-14
48,Qatar,QAT,1441.97,1441.41,-1,AFC,2014-08-14
49,Greece,GRE,1441.45,1441.45,1,UEFA,2014-08-14
50,Paraguay,PAR,1440.13,1440.13,0,CONMEBOL,2014-08-14
51,Slovakia,SVK,1439.99,1439.99,0,UEFA,2014-08-14
41,Algeria,ALG,1480.59,1480.59,0,CAF,2014-08-14
28,Korea Republic,KOR,1526.02,1526.2,0,AFC,2014-08-14
27,Ukraine,UKR,1542.79,1542.79,0,UEFA,2014-08-14
26,Poland,POL,1546.18,1546.18,0,UEFA,2014-08-14
106,Kosovo,KOS,1183.9,1183.9,0,UEFA,2014-08-14
4,France,FRA,1764.85,1764.85,0,UEFA,2014-08-14
5,England,ENG,1737.46,1737.46,0,UEFA,2014-08-14
6,Spain,ESP,1716.93,1716.93,0,UEFA,2014-08-14
7,Italy,ITA,1713.86,1713.86,0,UEFA,2014-08-14
8,Netherlands,NED,1679.41,1679.41,0,UEFA,2014-08-14
9,Portugal,POR,1678.65,1678.65,0,UEFA,2014-08-14
10,Denmark,DEN,1665.47,1665.47,0,UEFA,2014-08-14
11,Germany,GER,1658.96,1658.96,0,UEFA,2014-08-14
12,Mexico,MEX,1649.57,1649.57,0,CONCACAF,2014-08-14
13,Uruguay,URU,1640.95,1643.71,0,CONMEBOL,2014-08-14
14,USA,USA,1635.01,1635.01,0,CONCACAF,2014-08-14
15,Croatia,CRO,1632.15,1632.15,0,UEFA,2014-08-14
16,Switzerland,SUI,1621.43,1621.43,0,UEFA,2014-08-14
17,Colombia,COL,1604.07,1604.07,0,CONMEBOL,2014-08-14
18,Senegal,SEN,1584.59,1593.45,0,CAF,2014-08-14
19,Wales,WAL,1582.13,1582.13,0,UEFA,2014-08-14
20,Sweden,SWE,1563.44,1563.44,0,UEFA,2014-08-14
21,Peru,PER,1562.24,1562.24,0,CONMEBOL,2014-08-14
22,IR Iran,IRN,1558.64,1558.64,-1,AFC,2014-08-14
23,Morocco,MAR,1558.35,1558.9,1,CAF,2014-08-14
24,Japan,JPN,1554.69,1552.77,0,AFC,2014-08-14
25,Serbia,SRB,1549.53,1549.53,0,UEFA,2014-08-14
52,Côte d'Ivoire,CIV,1435.91,1435.91,0,CAF,2014-08-14
53,Saudi Arabia,KSA,1435.74,1435.74,0,AFC,2014-08-14
3,Argentina,ARG,1770.65,1770.65,0,CONMEBOL,2014-08-14
54,Romania,ROU,1427.84,1427.84,0,UEFA,2014-08-14
82,Georgia,GEO,1296.46,1296.46,0,UEFA,2014-08-14
83,Guinea,GUI,1294.89,1294.89,0,CAF,2014-08-14
84,Curaçao,CUW,1293.35,1293.35,0,CONCACAF,2014-08-14
85,Bahrain,BHR,1289.25,1289.25,0,AFC,2014-08-14
86,Jordan,JOR,1279.74,1279.74,0,AFC,2014-08-14
87,Zambia,ZAM,1270.8,1268.18,-1,CAF,2014-08-14
88,Haiti,HAI,1269.07,1269.07,1,CONCACAF,2014-08-14
89,Syria,SYR,1265.03,1265.03,0,AFC,2014-08-14
90,Uganda,UGA,1264.56,1264.56,0,CAF,2014-08-14
91,Benin,BEN,1258.71,1262.49,0,CAF,2014-08-14
92,Armenia,ARM,1242.42,1242.42,0,UEFA,2014-08-14
93,Luxembourg,LUX,1235.36,1235.36,0,UEFA,2014-08-14
94,Palestine,PLE,1233.72,1233.72,0,AFC,2014-08-14
95,Kyrgyz Republic,KGZ,1232.91,1232.91,0,AFC,2014-08-14
96,Belarus,BLR,1226.55,1226.55,0,UEFA,2014-08-14
97,Vietnam,VIE,1218.84,1218.84,0,AFC,2014-08-14
98,Equatorial Guinea,EQG,1215.33,1215.33,0,CAF,2014-08-14
99,Congo,CGO,1215.09,1215.09,0,CAF,2014-08-14
100,Lebanon,LBN,1211.71,1211.71,0,AFC,2014-08-14
101,Trinidad and Tobago,TRI,1205.85,1205.85,0,CONCACAF,2014-08-14
102,Kenya,KEN,1202.26,1202.26,0,CAF,2014-08-14
103,New Zealand,NZL,1198.96,1198.96,0,OFC,2014-08-14
104,India,IND,1198.65,1198.65,0,AFC,2014-08-14
81,Bolivia,BOL,1298.81,1298.81,0,CONMEBOL,2014-08-14
80,Honduras,HON,1299.69,1299.69,0,CONCACAF,2014-08-14
1,Brazil,BRA,1837.56,1837.56,0,CONMEBOL,2014-08-14
78,China PR,CHN,1305.06,1304.02,0,AFC,2014-08-14
79,Gabon,GAB,1301.84,1301.84,0,CAF,2014-08-14
56,Venezuela,VEN,1405.17,1405.17,0,CONMEBOL,2014-08-14
57,Bosnia and Herzegovina,BIH,1403.98,1403.98,0,UEFA,2014-08-14
58,Northern Ireland,NIR,1399.1,1399.1,0,UEFA,2014-08-14
59,Finland,FIN,1398.41,1398.41,0,UEFA,2014-08-14
60,Ghana,GHA,1393.47,1389.68,0,CAF,2014-08-14
61,Panama,PAN,1389.27,1386.51,0,CONCACAF,2014-08-14
62,Jamaica,JAM,1382.06,1382.06,0,CONCACAF,2014-08-14
63,Iceland,ISL,1379.61,1379.61,0,UEFA,2014-08-14
64,North Macedonia,MKD,1375.2,1375.2,0,UEFA,2014-08-14
65,Slovenia,SVN,1372.48,1372.48,0,UEFA,2014-08-14
55,Burkina Faso,BFA,1425.64,1425.64,0,CAF,2014-08-14
67,Montenegro,MNE,1354.59,1354.59,0,UEFA,2014-08-14
68,South Africa,RSA,1350.55,1347.91,0,CAF,2014-08-14
69,United Arab Emirates,UAE,1346.09,1346.09,0,AFC,2014-08-14
70,Iraq,IRQ,1338.91,1338.91,0,AFC,2014-08-14
71,El Salvador,SLV,1333.48,1333.48,0,CONCACAF,2014-08-14
72,Congo DR,COD,1332.84,1332.84,-1,CAF,2014-08-14
73,Cabo Verde,CPV,1331.46,1332.96,1,CAF,2014-08-14
74,Bulgaria,BUL,1325.16,1325.16,0,UEFA,2014-08-14
75,Oman,OMA,1323.03,1323.03,0,AFC,2014-08-14
76,Israel,ISR,1316.35,1316.35,0,UEFA,2014-08-14
77,Uzbekistan,UZB,1306.63,1306.63,0,AFC,2014-08-14
66,Albania,ALB,1361.81,1361.81,0,UEFA,2014-08-14
143,Suriname,SUR,1072.24,1072.24,0,CONCACAF,2014-09-18
142,Lithuania,LTU,1074.08,1074.08,0,UEFA,2014-09-18
141,Burundi,BDI,1076.26,1078.12,1,CAF,2014-09-18
136,Rwanda,RWA,1095.04,1095.04,0,CAF,2014-09-18
139,Nicaragua,NCA,1079.18,1079.18,0,CONCACAF,2014-09-18
138,Ethiopia,ETH,1088.27,1086.73,0,CAF,2014-09-18
137,Solomon Islands,SOL,1092.56,1092.56,0,OFC,2014-09-18
144,Eswatini,SWZ,1070.89,1066.92,0,CAF,2014-09-18
135,Turkmenistan,TKM,1100.47,1100.47,0,AFC,2014-09-18
140,St. Kitts and Nevis,SKN,1076.91,1076.91,-1,CONCACAF,2014-09-18
145,Lesotho,LES,1061.4,1059.04,-1,CAF,2014-09-18
150,Liberia,LBR,1051.25,1047.36,0,CAF,2014-09-18
147,Hong Kong,HKG,1058.37,1061.15,2,AFC,2014-09-18
148,Malaysia,MAS,1057.59,1057.59,1,AFC,2014-09-18
149,Kuwait,KUW,1053.41,1053.41,1,AFC,2014-09-18
151,Dominican Republic,DOM,1031.86,1031.86,0,CONCACAF,2014-09-18
152,Andorra,AND,1028.7,1028.7,0,UEFA,2014-09-18
153,Yemen,YEM,1023.52,1023.52,0,AFC,2014-09-18
154,Afghanistan,AFG,1023.04,1023.04,0,AFC,2014-09-18
155,Indonesia,IDN,1019.19,1019.19,0,AFC,2014-09-18
134,Philippines,PHI,1115.13,1113.75,0,AFC,2014-09-18
156,Maldives,MDV,1018.25,1018.25,0,AFC,2014-09-18
146,Botswana,BOT,1060.17,1050.32,-3,CAF,2014-09-18
133,Central African Republic,CTA,1116.06,1116.06,0,CAF,2014-09-18
121,Libya,LBY,1148.36,1148.36,1,CAF,2014-09-18
131,Tanzania,TAN,1121.91,1119.24,0,CAF,2014-09-18
108,Cyprus,CYP,1180.52,1180.52,1,UEFA,2014-09-18
109,Tajikistan,TJK,1179.1,1179.1,1,AFC,2014-09-18
110,Estonia,EST,1177.4,1177.4,1,UEFA,2014-09-18
111,Thailand,THA,1170.69,1170.69,0,AFC,2014-09-18
112,Korea DPR,PRK,1169.96,1169.96,0,AFC,2014-09-18
113,Sierra Leone,SLE,1169.71,1168.21,0,CAF,2014-09-18
114,Kazakhstan,KAZ,1166.28,1166.28,0,UEFA,2014-09-18
115,Guinea-Bissau,GNB,1165.53,1165.78,0,CAF,2014-09-18
116,Mozambique,MOZ,1165.41,1160.55,-2,CAF,2014-09-18
117,Namibia,NAM,1164.13,1160.97,0,CAF,2014-09-18
118,Guatemala,GUA,1161.96,1161.96,2,CONCACAF,2014-09-18
119,Niger,NIG,1155.23,1155.23,0,CAF,2014-09-18
120,Angola,ANG,1149.08,1145.26,-2,CAF,2014-09-18
157,Chinese Taipei,TPE,1017.78,1017.78,0,AFC,2014-09-18
122,Malawi,MWI,1144.77,1146.49,1,CAF,2014-09-18
123,Zimbabwe,ZIM,1138.56,1138.56,0,CAF,2014-09-18
124,Gambia,GAM,1137.47,1137.22,0,CAF,2014-09-18
125,Faroe Islands,FRO,1136.29,1136.29,0,UEFA,2014-09-18
126,Togo,TOG,1130.22,1130.22,-1,CAF,2014-09-18
127,Comoros,COM,1127.44,1131.88,1,CAF,2014-09-18
128,Azerbaijan,AZE,1127.17,1127.17,0,UEFA,2014-09-18
129,Latvia,LVA,1125.36,1125.36,0,UEFA,2014-09-18
130,Sudan,SDN,1124.91,1124.91,0,CAF,2014-09-18
132,Antigua and Barbuda,ATG,1117.01,1117.01,0,CONCACAF,2014-09-18
158,Myanmar,MYA,1011.91,1011.91,0,AFC,2014-09-18
171,Grenada,GRN,969.0,969.0,0,CONCACAF,2014-09-18
160,New Caledonia,NCL,999.7,999.7,0,OFC,2014-09-18
189,Cook Islands,COK,899.33,899.33,0,OFC,2014-09-18
190,Brunei Darussalam,BRU,897.1,897.1,0,AFC,2014-09-18
191,Samoa,SAM,894.26,894.26,0,OFC,2014-09-18
192,Bangladesh,BAN,883.18,883.18,0,AFC,2014-09-18
193,Djibouti,DJI,877.84,875.98,0,CAF,2014-09-18
194,Liechtenstein,LIE,873.99,873.99,0,UEFA,2014-09-18
195,Pakistan,PAK,866.81,866.81,-1,AFC,2014-09-18
196,Cayman Islands,CAY,865.72,865.72,-1,CONCACAF,2014-09-18
197,Tonga,TGA,861.81,861.81,-1,OFC,2014-09-18
198,Seychelles,SEY,860.48,866.94,3,CAF,2014-09-18
199,Timor-Leste,TLS,860.06,861.43,0,AFC,2014-09-18
200,Gibraltar,GIB,856.55,856.55,-1,UEFA,2014-09-18
201,Eritrea,ERI,855.56,855.56,-1,CAF,2014-09-18
202,Aruba,ARU,855.37,855.37,-1,CONCACAF,2014-09-18
203,Bahamas,BAH,854.8,854.8,-1,CONCACAF,2014-09-18
204,Somalia,SOM,854.72,857.39,4,CAF,2014-09-18
205,Guam,GUM,838.33,838.33,0,AFC,2014-09-18
206,Turks and Caicos Islands,TCA,832.0,832.0,0,CONCACAF,2014-09-18
207,Sri Lanka,SRI,825.25,825.25,0,AFC,2014-09-18
208,US Virgin Islands,VIR,823.97,823.97,0,CONCACAF,2014-09-18
209,British Virgin Islands,VGB,809.32,809.32,0,CONCACAF,2014-09-18
210,Anguilla,AIA,790.74,790.74,0,CONCACAF,2014-09-18
211,San Marino,SMR,763.82,763.82,0,UEFA,2014-09-18
188,American Samoa,ASA,900.27,900.27,0,OFC,2014-09-18
159,Singapore,SGP,1004.75,1004.75,0,AFC,2014-09-18
187,São Tomé and Príncipe,STP,908.18,908.18,0,CAF,2014-09-18
185,Dominica,DMA,911.51,911.51,0,CONCACAF,2014-09-18
161,Papua New Guinea,PNG,997.6,997.6,0,OFC,2014-09-18
162,Tahiti,TAH,995.11,995.11,0,OFC,2014-09-18
163,Fiji,FIJ,993.37,993.37,0,OFC,2014-09-18
164,Vanuatu,VAN,990.55,990.55,0,OFC,2014-09-18
165,South Sudan,SSD,983.99,985.53,0,CAF,2014-09-18
166,Barbados,BRB,982.27,982.27,0,CONCACAF,2014-09-18
167,Cuba,CUB,978.65,978.65,0,CONCACAF,2014-09-18
168,Bermuda,BER,977.47,970.3,-2,CONCACAF,2014-09-18
169,Malta,MLT,974.68,974.68,1,UEFA,2014-09-18
170,Puerto Rico,PUR,974.32,974.32,1,CONCACAF,2014-09-18
172,Guyana,GUY,968.74,968.74,0,CONCACAF,2014-09-18
173,St. Lucia,LCA,965.66,965.66,0,CONCACAF,2014-09-18
174,Cambodia,CAM,954.3,954.3,0,AFC,2014-09-18
175,Belize,BLZ,950.88,950.88,0,CONCACAF,2014-09-18
176,Nepal,NEP,950.45,950.45,0,AFC,2014-09-18
177,Moldova,MDA,944.96,944.96,-1,UEFA,2014-09-18
178,Montserrat,MSR,940.78,947.96,1,CONCACAF,2014-09-18
179,St. Vincent and the Grenadines,VIN,939.97,939.97,-1,CONCACAF,2014-09-18
180,Mauritius,MRI,932.02,940.47,1,CAF,2014-09-18
181,Chad,CHA,931.98,931.98,0,CAF,2014-09-18
182,Macau,MAC,922.1,922.1,0,AFC,2014-09-18
183,Laos,LAO,914.66,914.66,0,AFC,2014-09-18
107,Mauritania,MTN,1181.86,1177.0,-3,CAF,2014-09-18
186,Bhutan,BHU,910.96,910.96,0,AFC,2014-09-18
184,Mongolia,MNG,913.55,913.55,0,AFC,2014-09-18
106,Kosovo,KOS,1183.9,1183.9,0,UEFA,2014-09-18
104,India,IND,1198.65,1198.65,0,AFC,2014-09-18
28,Korea Republic,KOR,1526.02,1526.2,0,AFC,2014-09-18
29,Chile,CHI,1514.86,1514.86,0,CONMEBOL,2014-09-18
30,Tunisia,TUN,1507.86,1507.86,0,CAF,2014-09-18
31,Nigeria,NGA,1504.7,1504.7,0,CAF,2014-09-18
32,Czech Republic,CZE,1502.9,1502.9,0,UEFA,2014-09-18
33,Austria,AUT,1502.47,1502.47,0,UEFA,2014-09-18
34,Costa Rica,CRC,1500.06,1500.06,0,CONCACAF,2014-09-18
35,Russia,RUS,1493.42,1493.42,0,UEFA,2014-09-18
36,Norway,NOR,1488.57,1488.57,0,UEFA,2014-09-18
37,Hungary,HUN,1486.76,1486.76,0,UEFA,2014-09-18
105,Madagascar,MAD,1193.78,1196.03,0,CAF,2014-09-18
38,Cameroon,CMR,1484.95,1484.95,0,CAF,2014-09-18
40,Egypt,EGY,1482.63,1482.63,0,CAF,2014-09-18
41,Algeria,ALG,1480.59,1480.59,0,CAF,2014-09-18
42,Türkiye,TUR,1475.13,1475.13,0,UEFA,2014-09-18
43,Canada,CAN,1473.82,1473.82,0,CONCACAF,2014-09-18
44,Ecuador,ECU,1463.74,1463.74,0,CONMEBOL,2014-09-18
45,Scotland,SCO,1462.96,1462.96,0,UEFA,2014-09-18
46,Mali,MLI,1442.88,1447.74,0,CAF,2014-09-18
47,Republic of Ireland,IRL,1442.48,1442.48,0,UEFA,2014-09-18
48,Qatar,QAT,1441.97,1441.41,-1,AFC,2014-09-18
49,Greece,GRE,1441.45,1441.45,1,UEFA,2014-09-18
39,Australia,AUS,1483.73,1483.73,0,AFC,2014-09-18
26,Poland,POL,1546.18,1546.18,0,UEFA,2014-09-18
25,Serbia,SRB,1549.53,1549.53,0,UEFA,2014-09-18
24,Japan,JPN,1554.69,1552.77,0,AFC,2014-09-18
1,Brazil,BRA,1837.56,1837.56,0,CONMEBOL,2014-09-18
2,Belgium,BEL,1821.92,1821.92,0,UEFA,2014-09-18
3,Argentina,ARG,1770.65,1770.65,0,CONMEBOL,2014-09-18
4,France,FRA,1764.85,1764.85,0,UEFA,2014-09-18
5,England,ENG,1737.46,1737.46,0,UEFA,2014-09-18
6,Spain,ESP,1716.93,1716.93,0,UEFA,2014-09-18
7,Italy,ITA,1713.86,1713.86,0,UEFA,2014-09-18
8,Netherlands,NED,1679.41,1679.41,0,UEFA,2014-09-18
9,Portugal,POR,1678.65,1678.65,0,UEFA,2014-09-18
10,Denmark,DEN,1665.47,1665.47,0,UEFA,2014-09-18
11,Germany,GER,1658.96,1658.96,0,UEFA,2014-09-18
12,Mexico,MEX,1649.57,1649.57,0,CONCACAF,2014-09-18
13,Uruguay,URU,1640.95,1643.71,0,CONMEBOL,2014-09-18
14,USA,USA,1635.01,1635.01,0,CONCACAF,2014-09-18
15,Croatia,CRO,1632.15,1632.15,0,UEFA,2014-09-18
16,Switzerland,SUI,1621.43,1621.43,0,UEFA,2014-09-18
17,Colombia,COL,1604.07,1604.07,0,CONMEBOL,2014-09-18
18,Senegal,SEN,1584.59,1593.45,0,CAF,2014-09-18
19,Wales,WAL,1582.13,1582.13,0,UEFA,2014-09-18
20,Sweden,SWE,1563.44,1563.44,0,UEFA,2014-09-18
21,Peru,PER,1562.24,1562.24,0,CONMEBOL,2014-09-18
22,IR Iran,IRN,1558.64,1558.64,-1,AFC,2014-09-18
23,Morocco,MAR,1558.35,1558.9,1,CAF,2014-09-18
50,Paraguay,PAR,1440.13,1440.13,0,CONMEBOL,2014-09-18
51,Slovakia,SVK,1439.99,1439.99,0,UEFA,2014-09-18
27,Ukraine,UKR,1542.79,1542.79,0,UEFA,2014-09-18
53,Saudi Arabia,KSA,1435.74,1435.74,0,AFC,2014-09-18
81,Bolivia,BOL,1298.81,1298.81,0,CONMEBOL,2014-09-18
82,Georgia,GEO,1296.46,1296.46,0,UEFA,2014-09-18
83,Guinea,GUI,1294.89,1294.89,0,CAF,2014-09-18
84,Curaçao,CUW,1293.35,1293.35,0,CONCACAF,2014-09-18
85,Bahrain,BHR,1289.25,1289.25,0,AFC,2014-09-18
86,Jordan,JOR,1279.74,1279.74,0,AFC,2014-09-18
87,Zambia,ZAM,1270.8,1268.18,-1,CAF,2014-09-18
88,Haiti,HAI,1269.07,1269.07,1,CONCACAF,2014-09-18
89,Syria,SYR,1265.03,1265.03,0,AFC,2014-09-18
90,Uganda,UGA,1264.56,1264.56,0,CAF,2014-09-18
91,Benin,BEN,1258.71,1262.49,0,CAF,2014-09-18
92,Armenia,ARM,1242.42,1242.42,0,UEFA,2014-09-18
93,Luxembourg,LUX,1235.36,1235.36,0,UEFA,2014-09-18
94,Palestine,PLE,1233.72,1233.72,0,AFC,2014-09-18
95,Kyrgyz Republic,KGZ,1232.91,1232.91,0,AFC,2014-09-18
96,Belarus,BLR,1226.55,1226.55,0,UEFA,2014-09-18
97,Vietnam,VIE,1218.84,1218.84,0,AFC,2014-09-18
98,Equatorial Guinea,EQG,1215.33,1215.33,0,CAF,2014-09-18
99,Congo,CGO,1215.09,1215.09,0,CAF,2014-09-18
100,Lebanon,LBN,1211.71,1211.71,0,AFC,2014-09-18
101,Trinidad and Tobago,TRI,1205.85,1205.85,0,CONCACAF,2014-09-18
102,Kenya,KEN,1202.26,1202.26,0,CAF,2014-09-18
52,Côte d'Ivoire,CIV,1435.91,1435.91,0,CAF,2014-09-18
80,Honduras,HON,1299.69,1299.69,0,CONCACAF,2014-09-18
79,Gabon,GAB,1301.84,1301.84,0,CAF,2014-09-18
103,New Zealand,NZL,1198.96,1198.96,0,OFC,2014-09-18
77,Uzbekistan,UZB,1306.63,1306.63,0,AFC,2014-09-18
54,Romania,ROU,1427.84,1427.84,0,UEFA,2014-09-18
55,Burkina Faso,BFA,1425.64,1425.64,0,CAF,2014-09-18
56,Venezuela,VEN,1405.17,1405.17,0,CONMEBOL,2014-09-18
57,Bosnia and Herzegovina,BIH,1403.98,1403.98,0,UEFA,2014-09-18
58,Northern Ireland,NIR,1399.1,1399.1,0,UEFA,2014-09-18
59,Finland,FIN,1398.41,1398.41,0,UEFA,2014-09-18
78,China PR,CHN,1305.06,1304.02,0,AFC,2014-09-18
61,Panama,PAN,1389.27,1386.51,0,CONCACAF,2014-09-18
62,Jamaica,JAM,1382.06,1382.06,0,CONCACAF,2014-09-18
63,Iceland,ISL,1379.61,1379.61,0,UEFA,2014-09-18
64,North Macedonia,MKD,1375.2,1375.2,0,UEFA,2014-09-18
60,Ghana,GHA,1393.47,1389.68,0,CAF,2014-09-18
66,Albania,ALB,1361.81,1361.81,0,UEFA,2014-09-18
65,Slovenia,SVN,1372.48,1372.48,0,UEFA,2014-09-18
75,Oman,OMA,1323.03,1323.03,0,AFC,2014-09-18
74,Bulgaria,BUL,1325.16,1325.16,0,UEFA,2014-09-18
73,Cabo Verde,CPV,1331.46,1332.96,1,CAF,2014-09-18
72,Congo DR,COD,1332.84,1332.84,-1,CAF,2014-09-18
76,Israel,ISR,1316.35,1316.35,0,UEFA,2014-09-18
70,Iraq,IRQ,1338.91,1338.91,0,AFC,2014-09-18
69,United Arab Emirates,UAE,1346.09,1346.09,0,AFC,2014-09-18
68,South Africa,RSA,1350.55,1347.91,0,CAF,2014-09-18
67,Montenegro,MNE,1354.59,1354.59,0,UEFA,2014-09-18
71,El Salvador,SLV,1333.48,1333.48,0,CONCACAF,2014-09-18
134,Philippines,PHI,1115.13,1113.75,0,AFC,2014-10-23
135,Turkmenistan,TKM,1100.47,1100.47,0,AFC,2014-10-23
136,Rwanda,RWA,1095.04,1095.04,0,CAF,2014-10-23
137,Solomon Islands,SOL,1092.56,1092.56,0,OFC,2014-10-23
138,Ethiopia,ETH,1088.27,1086.73,0,CAF,2014-10-23
139,Nicaragua,NCA,1079.18,1079.18,0,CONCACAF,2014-10-23
140,St. Kitts and Nevis,SKN,1076.91,1076.91,-1,CONCACAF,2014-10-23
141,Burundi,BDI,1076.26,1078.12,1,CAF,2014-10-23
142,Lithuania,LTU,1074.08,1074.08,0,UEFA,2014-10-23
143,Suriname,SUR,1072.24,1072.24,0,CONCACAF,2014-10-23
155,Indonesia,IDN,1019.19,1019.19,0,AFC,2014-10-23
145,Lesotho,LES,1061.4,1059.04,-1,CAF,2014-10-23
146,Botswana,BOT,1060.17,1050.32,-3,CAF,2014-10-23
147,Hong Kong,HKG,1058.37,1061.15,2,AFC,2014-10-23
148,Malaysia,MAS,1057.59,1057.59,1,AFC,2014-10-23
149,Kuwait,KUW,1053.41,1053.41,1,AFC,2014-10-23
150,Liberia,LBR,1051.25,1047.36,0,CAF,2014-10-23
151,Dominican Republic,DOM,1031.86,1031.86,0,CONCACAF,2014-10-23
152,Andorra,AND,1028.7,1028.7,0,UEFA,2014-10-23
153,Yemen,YEM,1023.52,1023.52,0,AFC,2014-10-23
154,Afghanistan,AFG,1023.04,1023.04,0,AFC,2014-10-23
133,Central African Republic,CTA,1116.06,1116.06,0,CAF,2014-10-23
144,Eswatini,SWZ,1070.89,1066.92,0,CAF,2014-10-23
132,Antigua and Barbuda,ATG,1117.01,1117.01,0,CONCACAF,2014-10-23
